Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad
2025-04-21 08:35:00,529,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.19,183,0.14,3,0,0.22,2,0.19,6219,2636,539,19/16/16,17.16,95.11,1.2,3,2,1,4,1,673,5,10,85,7,9,2,2,7,5,7,9,8,2,7,32,270,C02244,2244,LAJ131,Normal,0.9167,2,4,1.5,22,81.8
2025-04-21 08:40:00,545,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.59,222,0.19,0,1,0.77,1,0.62,9441,1110,788,18/16/13,15.84,118.53,2.14,6,1,20,6,0,971,7,38,73,9,3,0,13,7,8,8,0,0,3,6,77,400,C02245,2245,LAJ452,Normal,0.7917,5,1,2.1666666666666665,19,94.7
2025-04-21 08:45:00,907,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.76,201,0.09,0,3,1.85,3,0.79,2716,4353,223,19/16/16,18.71,110.94,2.37,8,0,9,0,0,970,2,38,26,4,8,5,1,4,9,9,13,0,5,6,88,495,D02246,2246,LAJ262,Normal,0.8333,4,6,0.2666666666666666,20,70.0
2025-04-21 08:50:00,561,KOMATSU 930 E4SE,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.89,201,0.14,3,3,1.56,4,0.84,6399,2287,572,19/16/15,13.72,93.29,1.6,4,3,24,9,1,135,3,43,44,5,1,9,22,7,9,0,9,3,2,9,77,200,C02247,2247,LAJ954,Normal,0.7917,5,5,2.033333333333333,19,73.7
2025-04-22 00:00:00,519,KOMATSU 930 E5,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.22,221,0.36,0,2,0.56,0,0.29,2633,1659,634,20/18/14,12.83,92.91,2.33,6,0,22,2,1,258,5,49,14,0,8,3,5,7,3,3,1,9,6,0,3,180,A02248,2248,LAJ721,Normal,0.875,3,1,2.066666666666667,21,95.2
2025-04-22 00:05:00,513,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.22,208,0.48,0,0,1.7,0,0.86,2633,2704,827,18/18/13,18.95,85.29,0.03,2,4,4,2,1,181,2,41,7,1,2,8,23,8,1,8,9,7,8,0,17,503,C02249,2249,LAJ532,Normal,0.75,6,0,0.5666666666666667,18,100.0
2025-04-22 00:10:00,561,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.34,201,0.34,0,2,1.27,3,0.9,4007,4918,231,20/16/15,10.41,93.59,2.74,8,0,16,8,5,234,5,40,111,3,5,1,12,2,6,0,18,2,5,7,6,481,E02250,2250,LAJ764,Atencion,0.5833,10,4,2.7333333333333334,14,71.4
2025-04-22 00:15:00,934,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.94,222,0.29,1,2,0.07,2,1.0,4373,3053,453,21/16/15,13.53,115.69,2.94,0,1,22,5,5,46,3,34,34,8,5,2,28,7,2,2,5,0,3,9,60,580,A02251,2251,LAJ394,Normal,0.7917,5,5,1.5666666666666669,19,73.7
2025-04-22 00:20:00,924,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.3,242,0.32,0,1,1.08,4,0.72,8673,1774,116,18/19/15,12.37,88.95,0.1,7,2,2,2,5,810,2,9,51,5,0,4,8,0,8,3,1,0,4,5,58,451,C02252,2252,LAJ890,Normal,0.9167,2,4,1.6666666666666667,22,81.8
2025-04-22 00:25:00,921,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.08,239,0.34,0,3,0.75,1,0.03,3845,4401,531,18/19/13,12.21,80.11,2.33,3,3,15,9,1,522,4,14,33,3,7,0,17,5,7,6,7,9,6,8,14,454,C02253,2253,LAJ031,Normal,0.9167,2,1,0.6333333333333333,22,95.5
2025-04-22 00:30:00,909,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.25,192,0.02,0,3,0.33,4,0.42,1791,2660,853,21/19/16,17.31,99.39,1.84,3,2,29,3,1,239,7,35,57,1,8,0,8,1,2,7,4,6,4,6,19,597,C02254,2254,LAJ897,Normal,0.875,3,2,0.9,21,90.5
2025-04-22 00:35:00,565,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.24,194,0.13,0,0,1.35,0,0.39,5009,1223,504,20/18/13,16.81,82.67,2.22,1,2,13,3,9,391,8,16,15,7,5,5,2,5,2,9,3,4,4,1,68,483,B02255,2255,LAJ402,Normal,0.9167,2,3,0.8,22,86.4
2025-04-22 00:40:00,540,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.67,227,0.07,1,0,0.17,2,0.33,3981,1228,266,21/19/13,12.26,117.0,0.3,4,0,0,4,5,911,9,9,37,8,3,3,0,1,0,9,5,8,1,1,92,125,B02256,2256,LAJ516,Normal,0.875,3,5,2.5,21,76.2
2025-04-22 00:45:00,506,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.72,215,0.34,3,0,0.77,1,0.53,9110,3237,366,20/18/15,13.52,81.75,1.88,5,2,29,7,3,781,0,30,30,3,0,1,12,9,8,7,12,8,4,2,24,101,A02257,2257,LAJ099,Normal,0.9167,2,3,1.1333333333333333,22,86.4
2025-04-22 00:50:00,514,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.28,200,0.06,1,4,1.8,0,0.21,6344,3728,921,19/16/14,15.0,82.3,0.24,2,1,18,7,3,847,0,6,38,4,2,8,15,9,8,3,12,5,4,9,71,231,C02258,2258,LAJ847,Normal,0.7917,5,5,1.2333333333333334,19,73.7
2025-04-22 00:55:00,933,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.92,238,0.02,4,4,0.06,2,0.33,3682,1971,417,21/17/15,14.09,113.39,2.9,8,3,19,7,8,975,7,46,87,9,8,1,14,8,0,7,4,1,0,2,96,388,E02259,2259,LAJ019,Normal,0.875,3,3,1.2666666666666666,21,85.7
2025-04-22 01:00:00,938,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.95,201,0.39,4,4,1.16,1,0.54,8281,3697,874,19/17/13,14.95,95.68,2.55,6,0,3,4,4,589,5,4,31,4,2,7,11,8,8,6,1,0,5,5,63,306,A02260,2260,LAJ024,Normal,0.75,6,5,0.8666666666666667,18,72.2
2025-04-22 01:05:00,928,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.49,224,0.13,3,2,0.01,0,0.5,5942,2797,667,20/18/16,15.1,96.37,2.06,6,1,17,7,0,219,9,17,49,1,6,8,10,2,2,0,10,7,6,5,51,447,C02261,2261,LAJ052,Normal,0.75,6,0,0.5666666666666667,18,100.0
2025-04-22 01:10:00,535,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.43,238,0.47,0,1,1.82,4,0.3,6073,3816,180,20/18/13,13.92,94.89,1.0,3,2,1,9,5,354,7,40,70,6,7,3,24,9,6,8,8,3,6,9,96,47,A02262,2262,LAJ955,Normal,0.875,3,5,2.6,21,76.2
2025-04-22 01:15:00,508,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.51,198,0.23,0,1,1.02,1,0.21,2929,3461,366,18/19/15,16.42,99.51,2.11,3,0,5,7,7,882,3,23,9,0,5,7,28,6,0,0,3,5,6,7,27,540,E02263,2263,LAJ412,Normal,0.75,6,6,1.6333333333333333,18,66.7
2025-04-22 01:20:00,528,KOMATSU 930 E4SE,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.83,227,0.28,2,3,1.78,4,0.45,5202,4082,205,21/18/15,16.88,87.59,0.84,1,2,4,0,1,423,1,18,54,4,1,6,7,3,3,6,1,7,6,4,23,243,C02264,2264,LAJ148,Normal,0.9583,1,1,1.3333333333333333,23,95.7
2025-04-22 01:25:00,555,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.98,233,0.16,1,2,0.62,4,0.02,8111,1922,248,20/16/13,17.47,108.64,1.24,2,2,25,3,3,222,4,3,95,9,9,8,17,3,1,2,4,9,4,2,59,344,B02265,2265,LAJ842,Normal,0.8333,4,2,2.2,20,90.0
2025-04-22 01:30:00,558,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.47,240,0.05,3,0,1.29,1,0.48,7664,2224,972,18/16/16,19.08,102.55,1.97,0,2,7,9,2,418,1,34,159,0,5,8,20,5,9,9,17,9,3,5,0,517,D02266,2266,LAJ348,Atencion,0.7083,7,3,2.1666666666666665,17,82.4
2025-04-22 01:35:00,556,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.82,244,0.44,4,2,0.16,3,0.05,2734,2022,910,21/18/16,14.14,80.25,2.21,2,4,4,7,7,431,6,48,57,3,5,3,21,2,8,9,1,7,8,6,50,191,C02267,2267,LAJ607,Normal,0.875,3,2,1.1,21,90.5
2025-04-22 01:40:00,539,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.62,240,0.22,2,4,0.94,3,0.98,7530,858,258,19/16/16,19.87,84.8,0.37,4,2,8,4,0,407,4,24,201,8,3,7,0,9,7,1,50,5,2,5,96,313,D02268,2268,LAJ842,Critico,0.0,12,5,2.9,0,0.0
2025-04-22 01:45:00,919,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.02,242,0.41,3,2,0.28,2,0.53,6454,1170,436,21/17/14,16.48,82.47,2.65,2,2,21,6,0,726,4,24,64,5,6,2,2,4,2,9,14,5,5,8,73,46,B02269,2269,LAJ430,Normal,0.75,6,3,0.8,18,83.3
2025-04-22 01:50:00,538,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.52,226,0.41,0,0,0.74,2,0.17,9415,3008,943,21/18/14,19.09,86.98,0.74,5,0,14,9,5,466,5,42,232,1,5,3,22,2,5,0,37,3,1,1,26,562,A02270,2270,LAJ338,Critico,0.0,16,4,1.5666666666666669,0,0.0
2025-04-22 01:55:00,536,KOMATSU 930 E4SE,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.62,232,0.1,3,2,0.55,3,0.98,5480,1390,399,21/19/13,16.57,104.05,0.65,4,2,5,2,3,194,5,5,17,7,0,2,21,0,4,6,15,1,3,0,42,353,E02271,2271,LAJ577,Normal,0.7917,5,0,1.3666666666666667,19,100.0
2025-04-22 02:00:00,922,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.6,209,0.1,4,3,1.24,4,0.51,4926,2267,864,19/17/16,13.71,81.93,2.25,2,1,8,9,4,804,7,11,48,8,5,5,14,3,1,4,15,9,6,6,64,350,C02272,2272,LAJ797,Normal,0.9167,2,4,0.8333333333333334,22,81.8
2025-04-22 02:05:00,505,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.99,238,0.38,1,0,0.11,2,0.19,4053,1831,285,21/17/15,19.4,93.3,0.78,0,0,18,0,3,534,6,41,47,3,0,7,26,9,4,2,6,3,4,0,64,500,D02273,2273,LAJ401,Normal,0.875,3,1,2.9,21,95.2
2025-04-22 02:10:00,913,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.11,243,0.04,1,4,1.84,1,0.02,6122,1190,791,18/19/13,11.62,87.77,1.92,9,2,28,3,4,845,2,35,30,5,7,8,8,8,3,3,8,3,1,3,16,172,A02274,2274,LAJ122,Normal,0.9167,2,5,3.0,22,77.3
2025-04-22 02:15:00,544,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.55,228,0.23,2,0,0.47,3,0.43,5447,3285,689,19/19/13,13.19,115.12,2.24,2,4,29,7,1,570,5,40,30,1,5,2,18,8,9,8,2,9,1,7,70,363,B02275,2275,LAJ179,Normal,0.9583,1,4,0.6,23,82.6
2025-04-22 02:20:00,546,KOMATSU 930 E5,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.16,201,0.29,2,3,0.55,1,0.04,2287,1449,914,19/17/15,15.08,86.5,2.04,9,0,19,0,5,952,4,28,32,6,8,4,29,2,1,9,15,6,5,2,68,287,D02276,2276,LAJ596,Normal,0.8333,4,3,0.3,20,85.0
2025-04-22 02:25:00,543,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.57,209,0.41,2,2,0.36,2,0.48,8850,3818,744,20/16/16,17.18,113.6,0.26,2,2,11,0,0,379,0,34,81,8,4,8,14,4,1,6,10,2,4,8,13,140,E02277,2277,LAJ572,Normal,0.7917,5,4,0.0666666666666666,19,78.9
2025-04-22 02:30:00,935,CATERPILLAR 798AC-A,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.79,230,0.19,2,0,1.61,0,0.63,9781,1749,448,21/18/16,11.79,103.32,2.54,1,2,29,2,7,144,0,43,97,5,0,5,22,1,9,4,0,6,3,1,54,54,E02278,2278,LAJ110,Normal,0.75,6,0,1.5333333333333334,18,100.0
2025-04-22 02:35:00,559,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.64,199,0.27,0,1,0.31,3,0.63,8556,4032,725,19/17/13,14.76,82.19,2.5,7,1,15,8,9,49,0,28,17,4,7,1,21,7,4,0,13,4,1,7,76,477,B02279,2279,LAJ064,Normal,0.8333,4,0,1.6,20,100.0
2025-04-22 02:40:00,915,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.83,205,0.48,2,0,0.35,2,0.08,5336,1943,718,21/19/15,14.98,91.19,1.53,5,1,10,4,8,152,9,22,84,2,7,3,24,1,2,9,4,6,1,6,11,543,E02280,2280,LAJ845,Normal,0.8333,4,1,1.4,20,95.0
2025-04-22 02:45:00,502,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.32,181,0.17,2,3,1.26,1,0.29,2562,3699,268,18/16/15,12.2,103.14,0.59,9,1,1,1,3,36,2,12,90,4,5,6,27,5,6,3,10,5,0,4,84,469,A02281,2281,LAJ386,Normal,0.9167,2,6,2.7,22,72.7
2025-04-22 02:50:00,527,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.47,236,0.21,4,1,1.35,0,0.75,7975,4762,269,18/17/14,17.15,84.79,0.91,7,0,0,9,7,464,8,48,226,8,2,9,11,9,3,4,29,9,6,8,30,283,E02282,2282,LAJ452,Critico,0.0,17,0,1.933333333333333,0,0.0
2025-04-22 02:55:00,509,KOMATSU 930 E4SE,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.56,224,0.03,4,3,1.53,0,0.59,2746,3294,921,20/18/13,11.65,107.36,0.31,9,4,24,8,5,47,5,40,4,6,9,4,15,9,3,3,2,0,7,2,78,50,A02283,2283,LAJ222,Normal,0.8333,4,3,2.3,20,85.0
2025-04-22 03:00:00,900,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.45,206,0.31,3,3,1.39,2,0.64,9206,4136,596,20/16/14,19.38,116.86,0.0,5,4,19,2,5,837,3,17,100,1,4,4,27,6,4,9,4,7,1,0,52,303,B02284,2284,LAJ820,Normal,0.875,3,3,1.0666666666666669,21,85.7
2025-04-22 03:05:00,918,CATERPILLAR 798AC-P,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.83,216,0.24,1,4,1.99,0,0.86,7952,2407,850,18/18/16,10.37,82.27,1.45,7,3,8,9,0,429,7,0,170,2,8,1,8,7,1,5,17,0,9,3,83,159,E02285,2285,LAJ746,Atencion,0.5,12,0,2.2333333333333334,12,100.0
2025-04-22 03:10:00,534,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.03,248,0.05,3,3,1.2,1,0.01,7690,1536,945,19/17/15,14.71,81.28,2.25,7,2,15,5,8,886,2,14,270,6,8,7,17,3,1,5,30,8,6,6,38,42,C02286,2286,LAJ394,Critico,0.0,15,3,2.7333333333333334,0,0.0
2025-04-22 03:15:00,510,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.36,199,0.47,1,4,1.83,1,0.48,9013,4743,266,21/18/14,17.59,111.95,1.56,4,0,21,8,9,292,9,16,7,5,5,2,4,4,8,2,13,7,7,8,91,254,C02287,2287,LAJ782,Normal,0.875,3,6,0.6666666666666666,21,71.4
2025-04-22 03:20:00,521,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.02,199,0.47,1,3,0.71,0,0.24,8684,2467,656,21/18/16,12.67,118.55,2.43,1,0,1,4,9,848,9,23,8,7,2,9,0,0,3,7,7,4,6,6,94,359,B02288,2288,LAJ459,Normal,0.9167,2,4,2.6333333333333333,22,81.8
2025-04-22 03:25:00,542,KOMATSU 930 E4,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.64,207,0.17,4,3,0.25,2,0.51,7884,2974,727,20/17/13,18.03,97.78,1.64,5,0,14,1,2,670,8,8,16,2,2,5,10,8,1,8,9,0,5,1,18,373,B02289,2289,LAJ611,Normal,0.7917,5,3,1.4333333333333331,19,84.2
2025-04-22 03:30:00,511,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.33,248,0.25,4,4,1.66,2,0.23,4987,770,884,21/17/13,15.41,83.9,1.05,5,3,9,0,2,211,4,20,22,1,5,7,11,1,8,2,1,5,9,3,65,121,A02290,2290,LAJ289,Normal,0.9583,1,3,0.2333333333333333,23,87.0
2025-04-22 03:35:00,564,KOMATSU 930 E4,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.79,238,0.03,0,1,1.24,1,0.25,1370,3269,492,18/19/13,18.54,112.25,2.67,7,2,24,9,2,549,6,40,100,6,7,8,17,8,4,6,9,2,9,7,95,327,B02291,2291,LAJ867,Normal,0.75,6,2,2.433333333333333,18,88.9
2025-04-22 03:40:00,512,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.63,209,0.45,2,2,0.89,4,0.65,2891,4367,586,18/18/16,13.28,86.86,0.98,4,1,1,4,1,677,0,17,84,9,8,9,18,2,4,1,6,3,8,2,86,380,D02292,2292,LAJ935,Normal,0.8333,4,0,2.333333333333333,20,100.0
2025-04-22 03:45:00,905,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.53,191,0.12,2,4,0.81,3,0.11,4790,595,103,21/18/13,10.83,101.48,2.65,1,1,1,9,6,95,8,41,102,9,6,1,11,1,7,6,15,5,1,1,47,334,B02293,2293,LAJ081,Atencion,0.5833,10,3,0.6333333333333333,14,78.6
2025-04-22 03:50:00,911,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.59,226,0.06,0,4,0.93,0,0.93,3763,2689,936,20/16/15,16.53,113.18,0.62,3,1,25,6,4,620,7,17,77,2,9,2,12,0,0,8,12,0,0,9,70,3,B02294,2294,LAJ598,Normal,0.8333,4,1,1.1,20,95.0
2025-04-22 03:55:00,907,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.93,180,0.42,3,2,1.33,3,0.56,9961,4270,254,21/16/14,15.69,119.66,0.12,1,4,7,2,5,106,0,27,47,2,6,5,9,8,6,7,0,9,2,5,24,172,D02295,2295,LAJ801,Normal,0.8333,4,4,2.6333333333333333,20,80.0
2025-04-22 04:00:00,916,CATERPILLAR 797F,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.05,200,0.29,3,1,0.93,2,0.73,5417,3188,993,20/19/16,10.01,110.0,1.36,5,3,17,0,7,173,9,20,115,3,9,2,17,6,9,3,19,0,8,5,92,419,C02296,2296,LAJ297,Atencion,0.5833,10,2,2.7,14,85.7
2025-04-22 04:05:00,553,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.39,182,0.15,3,0,1.65,0,0.2,4054,1653,366,19/18/16,17.87,108.14,1.77,7,0,26,5,7,917,6,41,80,6,4,3,10,4,7,9,14,0,3,1,14,383,E02297,2297,LAJ136,Normal,0.875,3,0,0.3666666666666666,21,100.0
2025-04-22 04:10:00,937,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.63,224,0.45,3,0,1.23,4,0.56,3363,4282,749,21/19/13,15.69,86.64,1.79,9,4,8,9,6,837,8,49,4,2,3,2,25,6,6,8,15,5,8,0,33,463,D02298,2298,LAJ389,Normal,0.875,3,3,2.966666666666667,21,85.7
2025-04-22 04:15:00,551,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.69,192,0.38,2,3,0.01,0,0.63,1466,2933,930,21/19/15,14.77,110.33,1.44,4,1,6,6,4,457,9,17,37,6,0,3,9,6,1,1,9,7,7,3,83,496,E02299,2299,LAJ115,Normal,0.75,6,6,0.4666666666666667,18,66.7
2025-04-22 04:20:00,910,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.11,196,0.01,0,2,1.86,4,0.29,8056,3372,959,20/16/14,18.47,93.42,0.56,5,3,5,3,3,729,6,38,39,5,3,6,2,5,0,3,8,1,1,7,21,498,A02300,2300,LAJ410,Normal,0.9583,1,6,2.2333333333333334,23,73.9
2025-04-22 04:25:00,523,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.99,216,0.01,2,3,0.95,3,0.23,8532,3611,179,20/17/14,12.07,103.7,1.52,2,0,3,3,1,698,5,46,292,2,9,0,7,9,3,6,46,5,8,9,76,159,D02301,2301,LAJ450,Critico,0.0,20,6,1.3,0,0.0
2025-04-22 04:30:00,563,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.77,194,0.37,4,2,0.53,1,0.65,4183,4059,809,19/18/15,14.25,105.96,2.18,4,2,16,0,9,308,0,42,127,9,9,9,24,0,6,2,21,6,5,7,44,53,C02302,2302,LAJ005,Atencion,0.5,12,4,2.6333333333333333,12,66.7
2025-04-22 04:35:00,904,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.71,190,0.27,1,0,1.53,4,0.68,5688,3295,783,20/18/16,11.03,94.6,1.86,3,2,27,5,7,795,6,39,102,5,7,2,23,4,0,4,15,6,3,3,84,202,D02303,2303,LAJ647,Atencion,0.75,6,5,1.2666666666666666,18,72.2
2025-04-22 04:40:00,548,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.31,247,0.3,4,2,1.71,2,0.42,9777,4387,756,21/17/15,13.38,80.17,0.32,5,3,5,0,0,382,0,12,4,3,8,3,18,5,9,6,12,5,7,8,54,310,D02304,2304,LAJ142,Normal,0.875,3,2,2.6333333333333333,21,90.5
2025-04-22 04:45:00,517,KOMATSU 930 E4SE,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.66,190,0.24,3,3,0.22,1,0.82,9936,4297,321,18/18/13,12.64,88.28,2.22,8,0,8,8,3,974,5,2,244,7,2,2,27,5,9,8,32,6,3,5,82,257,D02305,2305,LAJ354,Critico,0.0,22,6,2.3,0,0.0
2025-04-22 04:50:00,531,KOMATSU 930 E5,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.63,191,0.28,4,2,1.5,1,0.29,4162,604,289,20/17/13,17.59,101.33,2.13,3,0,29,4,9,483,1,46,101,2,9,5,6,6,3,8,20,3,2,2,59,246,A02306,2306,LAJ852,Atencion,0.6667,8,2,1.1666666666666667,16,87.5
2025-04-22 04:55:00,917,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.45,232,0.01,2,0,1.85,1,0.68,3328,2462,480,21/19/15,12.89,113.57,0.81,8,4,1,9,3,371,7,21,261,3,4,7,10,8,5,9,28,6,1,9,93,368,B02307,2307,LAJ545,Critico,0.0,15,6,2.7,0,0.0
2025-04-22 05:00:00,936,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.04,246,0.02,1,0,1.9,4,0.46,6497,1404,965,21/18/16,16.63,98.1,1.34,3,0,21,4,2,365,6,45,48,6,0,7,26,1,6,0,7,4,7,5,96,364,B02308,2308,LAJ331,Normal,0.75,6,1,0.2,18,94.4
